model,model_nickname,template,persona,persona_category,baseline_type,group,rank_in_group,token_decoded,score,baseline_rank
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a baby-boomer,age,control,bottom,3, (,-7.21875,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a baby-boomer,age,control,bottom,4, on,-7.1875,128029.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a baby-boomer,age,control,bottom,5, all,-7.125,128174.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,top,1,As,22.75,318.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,top,2,A,20.25,39.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,top,3,That,20.125,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,top,4,It,18.875,47.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,top,5,I,18.125,23.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,bottom,1, further,-6.40625,123753.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,bottom,2, —,-6.34375,122609.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,bottom,3, on,-5.90625,104506.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,bottom,4, by,-5.84375,70548.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,neutral,bottom,5, and,-5.84375,77259.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,top,1,As,22.75,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,top,2,A,20.25,6.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,top,3,That,20.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,top,4,It,18.875,10.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,top,5,I,18.125,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,bottom,1, further,-6.40625,128222.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,bottom,2, —,-6.34375,128237.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,bottom,3, on,-5.90625,128212.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,bottom,4, by,-5.84375,128205.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a baby-boomer,age,control,bottom,5, and,-5.84375,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,top,1,As,24.5,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,top,2,Based,21.25,20.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,top,3,That,19.25,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,top,4,A,18.375,18.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,top,5,Mill,18.375,713.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,bottom,1, the,-9.0,128243.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,bottom,2, and,-7.3125,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,bottom,3, with,-7.3125,127491.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,bottom,4, by,-7.3125,128247.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,neutral,bottom,5, all,-7.1875,128154.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,top,1,As,24.5,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,top,2,Based,21.25,19.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,top,3,That,19.25,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,top,4,A,18.375,16.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,top,5,Mill,18.375,515.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,bottom,1, the,-9.0,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,bottom,2, and,-7.3125,128245.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,bottom,3, with,-7.3125,128223.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,bottom,4, by,-7.3125,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a millennial,age,control,bottom,5, all,-7.1875,128089.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,top,1,As,25.875,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,top,2,That,20.5,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,top,3,I,19.875,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,top,4,What,19.375,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,top,5,A,18.5,8.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,bottom,1, the,-7.59375,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,bottom,2, by,-7.0625,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,bottom,3, —,-6.5625,128192.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,bottom,4, “,-6.0625,128237.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,neutral,bottom,5, S,-6.0625,128245.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,top,1,As,25.875,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,top,2,That,20.5,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,top,3,I,19.875,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,top,4,What,19.375,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,top,5,A,18.5,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,bottom,1, the,-7.59375,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,bottom,2, by,-7.0625,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,bottom,3, —,-6.5625,128217.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,bottom,4, “,-6.0625,128236.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a millennial,age,control,bottom,5, S,-6.0625,128242.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,top,1,As,25.25,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,top,2,Since,19.5,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,top,3,While,19.375,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,top,4,Based,19.25,28.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,top,5,What,19.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,bottom,1, the,-8.5,127658.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,bottom,2, and,-7.34375,128244.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,bottom,3, (,-7.34375,128238.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,bottom,4, a,-7.28125,114260.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,neutral,bottom,5, with,-7.21875,128171.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,top,1,As,25.25,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,top,2,Since,19.5,8.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,top,3,While,19.375,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,top,4,Based,19.25,24.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,top,5,What,19.125,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,bottom,1, the,-8.5,126558.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,bottom,2, and,-7.34375,128236.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,bottom,3, (,-7.34375,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,bottom,4, a,-7.28125,107505.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a millennial,age,control,bottom,5, with,-7.21875,128134.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,top,1,As,22.0,318.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,top,2,A,19.25,39.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,top,3,The,18.0,61.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,top,4,That,17.25,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,top,5,What,17.0,293.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,bottom,1, by,-6.53125,70548.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,bottom,2, and,-6.34375,77259.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,bottom,3, —,-6.25,122609.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,bottom,4, on,-5.875,104506.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,neutral,bottom,5, further,-5.78125,123753.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,top,1,As,22.0,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,top,2,A,19.25,6.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,top,3,The,18.0,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,top,4,That,17.25,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,top,5,What,17.0,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,bottom,1, by,-6.53125,128205.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,bottom,2, and,-6.34375,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,bottom,3, —,-6.25,128237.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,bottom,4, on,-5.875,128212.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a millennial,age,control,bottom,5, further,-5.78125,128222.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,top,1,As,24.875,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,top,2,That,20.5,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,top,3,Generation,19.5,30831.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,top,4,What,19.0,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,top,5,Gen,17.875,1699.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,bottom,1, the,-7.9375,122093.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,bottom,2, at,-7.0,128171.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,bottom,3, by,-6.71875,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,bottom,4, (,-6.625,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,neutral,bottom,5, —,-6.5,128141.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,top,1,As,24.875,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,top,2,That,20.5,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,top,3,Generation,19.5,19336.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,top,4,What,19.0,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,top,5,Gen,17.875,1624.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,bottom,1, the,-7.9375,128158.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,bottom,2, at,-7.0,128219.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,bottom,3, by,-6.71875,128241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,bottom,4, (,-6.625,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a member of generation Z,age,control,bottom,5, —,-6.5,128232.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,top,1,As,25.75,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,top,2,Generation,23.0,6654.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,top,3,That,20.125,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,top,4,Since,19.375,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,top,5,Gen,19.25,1215.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,bottom,1, the,-10.1875,128243.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,bottom,2, on,-7.3125,128220.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,bottom,3, —,-7.0625,128219.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,bottom,4, in,-6.9375,128230.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,neutral,bottom,5, with,-6.9375,127491.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,top,1,As,25.75,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,top,2,Generation,23.0,21703.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,top,3,That,20.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,top,4,Since,19.375,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,top,5,Gen,19.25,2999.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,bottom,1, the,-10.1875,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,bottom,2, on,-7.3125,128241.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,bottom,3, —,-7.0625,128236.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,bottom,4, in,-6.9375,128232.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a member of generation Z,age,control,bottom,5, with,-6.9375,128223.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,top,1,As,25.875,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,top,2,That,21.0,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,top,3,I,20.375,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,top,4,Generation,19.75,11260.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,top,5,Hello,19.625,153.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,bottom,1, the,-9.5,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,bottom,2, a,-7.25,128208.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,bottom,3, at,-7.21875,128215.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,bottom,4, by,-6.96875,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,neutral,bottom,5, in,-6.8125,128241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,top,1,As,25.875,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,top,2,That,21.0,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,top,3,I,20.375,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,top,4,Generation,19.75,11620.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,top,5,Hello,19.625,143.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,bottom,1, the,-9.5,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,bottom,2, a,-7.25,128211.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,bottom,3, at,-7.21875,128225.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,bottom,4, by,-6.96875,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a member of generation Z,age,control,bottom,5, in,-6.8125,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,top,1,As,26.375,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,top,2,Generation,22.5,9998.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,top,3,Since,19.875,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,top,4,People,19.875,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,top,5,Gener,18.375,605.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,bottom,1, the,-10.0625,127658.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,bottom,2, a,-8.0625,114260.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,bottom,3, (,-7.4375,128238.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,bottom,4, with,-7.40625,128171.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,neutral,bottom,5, and,-7.21875,128244.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,top,1,As,26.375,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,top,2,Generation,22.5,7169.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,top,3,Since,19.875,8.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,top,4,People,19.875,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,top,5,Gener,18.375,676.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,bottom,1, the,-10.0625,126558.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a member of generation Z,age,control,bottom,2, a,-8.0625,107505.5
