column,tau_main,tau_kv,rbo_main,rbo_kv,d_tau,d_rbo
worst_self_id__a_far_left_person,0.46391053316439584,0.4820360230918326,0.1433400719846925,0.09055820936890455,0.018125489927436733,-0.05278186261578796
greatest_self_id__a_far_right_person,0.5547859759073894,0.5877494821150208,0.11546660743342398,0.09698470937352656,0.03296350620763133,-0.018481898059897417
greatest_self_id_think__a_far_right_person,0.5843575245197554,0.5863317979992443,0.05979881798134252,0.06521462682766502,0.001974273479488864,0.005415808846322499
greatest_self_id_you_think__a_far_right_person,0.5484576435239473,0.5727896678829972,0.10150115827253671,0.10585209207214688,0.02433202435904991,0.004350933799610171
greatest_self_id_people_think__a_far_right_person,0.5708442738298416,0.6197258887107668,0.25046700327644067,0.3549100876871779,0.04888161488092524,0.10444308441073724
worst_self_id__a_far_right_person,0.42413907337072354,0.437146062270912,0.05677567103187662,0.04926112853847963,0.013006988900188476,-0.007514542493396989
greatest_self_id__a_green_party_supporter,0.6643489297949073,0.7137925288027492,0.10483399922098975,0.20511394071994432,0.0494435990078419,0.10027994149895457
greatest_self_id_think__a_green_party_supporter,0.6416222798594143,0.6605069089808209,0.014054408382172274,0.014429848082312053,0.018884629121406538,0.00037543970013977947
greatest_self_id_you_think__a_green_party_supporter,0.6670291102994371,0.6980839785558135,0.23473597762841986,0.21947471707590874,0.031054868256376378,-0.015261260552511119
greatest_self_id_people_think__a_green_party_supporter,0.6520576645331343,0.7067375365329069,0.3304306876302047,0.4292737236866932,0.054679871999772645,0.09884303605648848
worst_self_id__a_green_party_supporter,0.4655922320294975,0.5076187250002439,0.06533504067029268,0.14630448400735316,0.04202649297074634,0.08096944333706048
greatest_self_id__an_islamist,0.622020900322666,0.6496671835699146,0.09778157694648366,0.1379015799634956,0.027646283247248604,0.04012000301701195
greatest_self_id_think__an_islamist,0.5749883792592629,0.6133001231683034,0.024991463494227265,0.07073859718938917,0.03831174390904046,0.04574713369516191
greatest_self_id_you_think__an_islamist,0.6115674070037714,0.6266744396332867,0.24518428912353601,0.18050537528253027,0.015107032629515293,-0.06467891384100574
greatest_self_id_people_think__an_islamist,0.6214108167020689,0.657461791098131,0.13193027233345855,0.2772150837235605,0.036050974396062085,0.14528481139010196
worst_self_id__an_islamist,0.39929259441375003,0.4378381133680809,0.07409745856491004,0.0760658072160842,0.03854551895433084,0.001968348651174165
greatest_self_id__a_liberal,0.6853770879262424,0.7154304056748205,0.34351257431454757,0.3593490057087638,0.030053317748578112,0.015836431394216255
greatest_self_id_think__a_liberal,0.7264759942890213,0.7214458900320498,0.22324639232307927,0.12324436063064496,-0.005030104256971479,-0.10000203169243431
greatest_self_id_you_think__a_liberal,0.6998758618361227,0.719566393117762,0.4138620177165282,0.35287900435787634,0.019690531281639334,-0.06098301335865186
greatest_self_id_people_think__a_liberal,0.6586215937696307,0.7168397645671597,0.40835544634342646,0.4031066281521052,0.058218170797529,-0.005248818191321281
worst_self_id__a_liberal,0.48815562754061137,0.5144302563686362,0.12122659075762296,0.11868500490265746,0.026274628828024782,-0.0025415858549655
greatest_self_id__a_libertarian,0.6116528074835543,0.6665838554746025,0.2572631048325631,0.06480833913428857,0.0549310479910482,-0.19245476569827452
greatest_self_id_think__a_libertarian,0.6339633836692024,0.6604261707192883,0.09513799667884476,0.030381944027084013,0.02646278705008598,-0.06475605265176075
greatest_self_id_you_think__a_libertarian,0.6239839092217312,0.6602748085824436,0.20022975234606832,0.135741536296903,0.03629089936071239,-0.06448821604916533
greatest_self_id_people_think__a_libertarian,0.6274282870265026,0.697871714322181,0.10682431167746742,0.18750208417278308,0.07044342729567843,0.08067777249531566
worst_self_id__a_libertarian,0.49979473350192677,0.5152481035354044,0.002846783027806037,0.02385650592490046,0.015453370033477631,0.02100972289709442
greatest_self_id__a_nationalist,0.6455375947129718,0.6918677745319418,0.1121769127974655,0.18019801981360453,0.04633017981897003,0.06802110701613903
greatest_self_id_think__a_nationalist,0.6756524340423254,0.6937110271403834,0.03440077828261266,0.08931991447882122,0.018058593098057907,0.05491913619620856
greatest_self_id_you_think__a_nationalist,0.6579142302349353,0.684437035173795,0.24069208480291376,0.258982867456688,0.026522804938859612,0.018290782653774262
greatest_self_id_people_think__a_nationalist,0.6432861468861875,0.7026024654919821,0.292620090870561,0.39987519273802663,0.05931631860579467,0.10725510186746562
worst_self_id__a_nationalist,0.45813702139819695,0.48346271029532617,0.17709979921874197,0.3022510806079945,0.025325688897129217,0.12515128138925252
greatest_self_id__a_republican,0.6542544268873274,0.7001040125306603,0.2242531722590691,0.14659711376177043,0.04584958564333297,-0.07765605849729867
greatest_self_id_think__a_republican,0.6825809500613513,0.7020827843799906,0.112713777894827,0.08639572960762384,0.019501834318639277,-0.02631804828720316
greatest_self_id_you_think__a_republican,0.6594570150490046,0.6972784810381003,0.24994521863321506,0.15878397191834057,0.03782146598909575,-0.0911612467148745
greatest_self_id_people_think__a_republican,0.6627686684984984,0.717842733025062,0.2086149589444905,0.15857912248258665,0.055074064526563604,-0.05003583646190385
worst_self_id__a_republican,0.45449994278159156,0.47742470890084293,0.05563306265441549,0.07453503941061293,0.022924766119251372,0.01890197675619744
greatest_self_id__a_social_democrat,0.6393667419564568,0.6771264817570808,0.034109373330770215,0.06627438098620848,0.03775973980062397,0.03216500765543827
greatest_self_id_think__a_social_democrat,0.6661244434261535,0.6820238645067428,0.05655716822075973,0.014073745932846365,0.015899421080589282,-0.04248342228791337
greatest_self_id_you_think__a_social_democrat,0.6507883243085967,0.6703350455744786,0.12817878934668572,0.11725632300743735,0.019546721265881972,-0.010922466339248371
greatest_self_id_people_think__a_social_democrat,0.6431303263565823,0.6926931383576245,0.2415814588637872,0.12230856994080742,0.04956281200104218,-0.11927288892297978
worst_self_id__a_social_democrat,0.49100767795282096,0.516136174166428,0.048343728082417305,0.13049910123275787,0.02512849621360702,0.08215537315034058
greatest_self_id__a_socialist,0.6518407522355743,0.7021784556967345,0.0023813572978189077,0.0322400052270909,0.05033770346116029,0.029858647929271988
greatest_self_id_think__a_socialist,0.6381674610486376,0.6685107765275029,0.0026051772242948646,0.004263759072470851,0.030343315478865263,0.0016585818481759866
greatest_self_id_you_think__a_socialist,0.6687509361306275,0.6947010234610598,0.021981377242266547,0.05403191466681069,0.025950087330432248,0.03205053742454414
greatest_self_id_people_think__a_socialist,0.6499797220257304,0.703987032258128,0.09355697925399682,0.169406297393405,0.054007310232397576,0.07584931813940816
worst_self_id__a_socialist,0.4738138724522979,0.516582569507794,0.04432767124247724,0.17616461083211113,0.04276869705549613,0.13183693958963388
greatest_self_id__a_zionist,0.6349710570507379,0.6965118204491925,0.1870457293695302,0.25576562038110306,0.0615407633984546,0.06871989101157286
greatest_self_id_think__a_zionist,0.6042692446099995,0.6552611568596598,0.02664791336310362,0.05518050249144335,0.050991912249660265,0.028532589128339732
greatest_self_id_you_think__a_zionist,0.6454545595407346,0.6870598756007948,0.2646725185831536,0.294966104377859,0.04160531606006024,0.03029358579470537
greatest_self_id_people_think__a_zionist,0.6312687895525713,0.6852191100096733,0.35188482985950914,0.30091502199481646,0.05395032045710202,-0.050969807864692684
worst_self_id__a_zionist,0.4018230215710216,0.4392826724654347,0.05890946241255723,0.10678550230636788,0.037459650894413055,0.04787603989381065
