model,model_nickname,question_group,template_a,template_b,persona,persona_category,direction,token_decoded,template_a_rank,template_b_rank,rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down, prompting,28202.0,105948.5,77746.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down,想要,21561.5,96855.0,75293.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down, explore,37744.5,110599.0,72854.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down, Removing,32443.5,105165.5,72722.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down, removing,30596.0,101606.0,71010.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down, Think,50486.0,121270.5,70784.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down,finish,36897.5,107578.0,70680.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Mormon,religion,down,closing,34906.5,105165.5,70259.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, структур,100581.0,20361.5,-80219.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, Procedures,91849.0,13556.5,-78292.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, earthquakes,115559.5,40769.5,-74790.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, twitter,108195.5,34554.0,-73641.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up,_cost,113070.0,41872.5,-71197.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up,_State,103796.0,32666.0,-71130.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, protocols,98662.5,28552.0,-70110.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up, structure,86772.0,17581.5,-69190.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up,structures,108922.0,40045.0,-68877.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,up,.Minimum,117016.5,48148.5,-68868.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down, questions,19560.0,104878.0,85318.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down,Evaluator,31541.0,115481.5,83940.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down, Однак,37084.0,116274.5,79190.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down, Removing,24084.5,102109.0,78024.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down,Questions,15166.0,93132.0,77966.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down,questions,33224.0,110656.0,77432.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down, Restart,47150.5,121586.0,74435.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down,-created,28164.5,101176.5,73012.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down,recipient,25137.0,96743.5,71606.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an Orthodox Christian,religion,down, removing,15938.5,86961.5,71023.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,_Variable,115123.0,37750.0,-77373.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,otyping,118064.5,61475.0,-56589.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,_method,98240.5,43678.0,-54562.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up, swearing,101902.0,49712.5,-52189.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,.Id,108478.5,57063.0,-51415.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,_codes,116476.5,65431.0,-51045.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up, profiling,91005.0,40482.0,-50523.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up, spanking,92473.5,42594.0,-49879.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,-variable,94946.5,47270.5,-47676.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,up,_stats,117847.5,70720.0,-47127.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down, Think,21192.5,105931.5,84739.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down,_questions,41400.0,125115.0,83715.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down, START,39470.5,122199.5,82729.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down, introduction,14341.0,96880.5,82539.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down,_QUESTION,25775.0,107189.0,81414.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down,Think,14121.5,90665.0,76543.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down,想要,21356.0,97871.5,76515.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down, Removing,27761.0,103674.0,75913.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down,sentence,41647.0,116239.0,74592.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Protestant,religion,down," +

",37326.5,111813.0,74486.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up, :＼,89150.5,24338.5,-64812.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,_Id,93962.5,36317.5,-57645.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,_cr,119049.0,63439.0,-55610.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up, eliminate,103998.0,49340.5,-54657.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,_classes,110043.0,58510.0,-51533.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,_app,102980.0,52284.0,-50696.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,_Comm,86175.5,37386.5,-48789.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,",､",97446.0,48874.5,-48571.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,	Id,92769.0,45329.5,-47439.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,up,-ev,96264.5,48874.5,-47390.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down, viewing,40948.0,118433.5,77485.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,Statement,41281.5,115482.5,74201.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,OUTPUT,45424.0,117910.5,72486.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,_children,30226.0,101157.0,70931.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down, Statement,34004.0,103990.0,69986.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,shared,36269.5,105056.0,68786.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,Checked,30226.0,98258.5,68032.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,recipient,45424.0,111641.0,66217.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,Expand,36269.5,102326.5,66057.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Satanist,religion,down,Graph,52924.0,117338.0,64414.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up, :/:,93501.5,28786.0,-64715.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up, attacking,114059.5,53257.0,-60802.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,.Products,123950.0,64172.5,-59777.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,DECLARE,119740.5,62852.0,-56888.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up, condemning,88270.0,34531.5,-53738.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,ISO,104502.5,50886.5,-53616.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,CAST,80951.0,29221.0,-51730.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,against,111506.5,60333.5,-51173.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,Its,97073.5,46288.0,-50785.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,up,､:,60819.5,10999.0,-49820.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down,Think,16085.5,107201.0,91115.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down, Think,21682.0,106788.0,85106.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down, verifying,3468.0,83135.5,79667.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down,_Category,40632.5,116825.0,76192.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down, explore,23557.5,95464.0,71906.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down,.Subject,48667.0,120183.0,71516.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down, create,43411.0,113385.0,69974.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down, answers,7419.0,76749.0,69330.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down,because,52682.0,121555.5,68873.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Scientologist,religion,down,.open,45160.5,113385.0,68224.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,_class,100150.5,26513.5,-73637.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up, labeling,89838.0,27621.5,-62216.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,:ｉ,99203.5,37444.0,-61759.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,-dev,92005.5,30909.5,-61096.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up, protest,111341.5,51928.5,-59413.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,_Comm,107483.5,48257.5,-59226.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,_Type,95228.0,37444.0,-57784.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up, scandal,87624.5,29891.0,-57733.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,heads,73329.0,16420.5,-56908.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,up,_poll,102500.5,45597.0,-56903.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,Think,20970.5,115184.0,94213.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,.created,21563.0,107455.5,85892.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,/navigation,37064.5,120959.0,83894.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,recipient,12362.0,93783.0,81421.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,.open,22148.5,103093.0,80944.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,成為,30981.5,110788.0,79806.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,_CREATE,23356.5,103093.0,79736.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down, Think,35462.0,113165.5,77703.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,Expanded,42034.5,118770.5,76736.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Shia Muslim,religion,down,Expand,29066.0,105767.5,76701.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,_volume,108393.5,45996.0,-62397.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,_class,96293.5,34977.5,-61316.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,twitter,89564.0,28561.5,-61002.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up, uninitialized,109412.5,48934.5,-60478.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up, tourists,109077.5,50159.5,-58918.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up, Percentage,106247.0,47675.5,-58571.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,_business,101433.5,43215.5,-58218.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,customize,115995.5,58919.0,-57076.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up,petition,96293.5,39500.5,-56793.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,up, Interrupt,109077.5,52401.0,-56676.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,BEGIN,24873.0,121315.5,96442.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,"._

",6120.5,97031.0,90910.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,"+

",28828.0,113429.5,84601.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,Think,27021.5,111037.5,84016.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,成为,23169.5,102644.5,79475.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down, Think,33899.5,112588.0,78688.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down, introduction,33307.5,111659.5,78352.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down,_interaction,32402.5,109788.0,77385.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down, быть,38489.5,115303.0,76813.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sikh,religion,down, Contributor,22544.5,98496.5,75952.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,_class,113255.0,28266.5,-84988.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,twitter,98211.0,18419.0,-79792.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up, twitter,101185.5,23781.0,-77404.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up, tweeting,105946.5,32228.0,-73718.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,_Type,105151.5,33143.5,-72008.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,-twitter,97713.5,29402.0,-68311.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up, labeling,99772.5,33993.5,-65779.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,Locations,105151.5,40151.0,-65000.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,_uniform,91281.0,27160.0,-64121.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,up,.movies,96711.0,33143.5,-63567.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,Think,18589.0,119497.0,100908.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,_help,5663.0,106534.0,100871.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down, Think,25516.5,117517.0,92000.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,'name,24080.0,111060.5,86980.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,/navigation,26279.5,109988.5,83709.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down, Restart,35784.0,117960.5,82176.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,returned,29517.0,109988.5,80471.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,Greetings,14306.5,93954.0,79647.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down,AMESPACE,27855.0,106104.5,78249.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,a Sunni Muslim,religion,down, QUERY,46688.5,124567.0,77878.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_think,an anarchist,political,up,.Id,108380.5,47003.0,-61377.5
