model,model_nickname,template,persona,persona_category,baseline_type,group,rank_in_group,token_decoded,score,baseline_rank,persona_rank,rank_diff,lm_baseline_rank,lm_persona_rank,lm_rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,bottom,1,"//{
",-13.375,128250.0,128250.0,0.0,36202.0,8023.0,-28179.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,bottom,2," ```
",-12.9140625,128248.0,128249.0,1.0,69247.5,34330.5,-34917.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,bottom,3,"{
",-12.78125,128244.0,128247.5,3.5,17948.5,24864.0,6915.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,bottom,4," {

",-12.78125,128243.0,128247.5,4.5,53259.0,82628.0,29369.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,bottom,5,"/*
",-12.75,128247.0,128246.0,-1.0,73064.0,20168.5,-52895.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,top,1,.period,-2.275390625,154.0,1.0,-153.0,45518.5,26845.0,-18673.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,top,2, Oprah,-2.494140625,223.0,2.0,-221.0,4359.5,3421.0,-938.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,top,3, Period,-2.888671875,44.0,3.0,-41.0,94540.5,105168.0,10627.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,top,4, Chic,-2.908203125,1419.0,4.0,-1415.0,115403.0,93697.5,-21705.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,top,5, dignity,-3.0234375,86.5,5.0,-81.5,74401.5,29963.0,-44438.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,bottom,1,"//{
",-13.375,128250.0,128250.0,0.0,31552.0,8023.0,-23529.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,bottom,2," ```
",-12.9140625,128249.0,128249.0,0.0,80148.5,34330.5,-45818.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,bottom,3,"{
",-12.78125,128245.0,128247.5,2.5,24405.5,24864.0,458.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,bottom,4," {

",-12.78125,128241.0,128247.5,6.5,64405.0,82628.0,18223.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,bottom,5,"/*
",-12.75,128247.0,128246.0,-1.0,62002.0,20168.5,-41833.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,top,1,.period,-2.302734375,2256.0,1.0,-2255.0,26122.5,83809.0,57686.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,top,2, Invisible,-3.1171875,5648.5,2.0,-5646.5,11699.0,18957.0,7258.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,top,3, Confidence,-3.34765625,14781.0,3.0,-14778.0,111152.0,54889.0,-56263.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,top,4, invisible,-3.380859375,4681.5,4.0,-4677.5,68040.5,80780.0,12739.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,top,5, Strength,-3.5078125,23899.5,5.0,-23894.5,123753.5,102072.0,-21681.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,bottom,1,"//{
",-12.8046875,128249.0,128250.0,1.0,118797.0,56367.0,-62430.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,bottom,2,_variables,-12.2265625,113142.5,128249.0,15106.5,41754.0,87833.5,46079.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,bottom,3,<fieldset,-12.1796875,127412.0,128248.0,836.0,91380.5,108962.0,17581.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,bottom,4,<textarea,-12.1484375,125380.5,128247.0,2866.5,38751.5,52926.0,14174.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,bottom,5," //{
",-12.140625,128246.0,128246.0,0.0,118992.5,112041.0,-6951.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,top,1,.period,-2.302734375,230.5,1.0,-229.5,106285.5,83809.0,-22476.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,top,2, Invisible,-3.1171875,320.0,2.0,-318.0,76066.0,18957.0,-57109.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,top,3, Confidence,-3.34765625,7564.0,3.0,-7561.0,71108.0,54889.0,-16219.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,top,4, invisible,-3.380859375,292.0,4.0,-288.0,123531.5,80780.0,-42751.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,top,5, Strength,-3.5078125,13221.0,5.0,-13216.0,103602.0,102072.0,-1530.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,bottom,1,"//{
",-12.8046875,128250.0,128250.0,0.0,60275.0,56367.0,-3908.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,bottom,2,_variables,-12.2265625,128106.5,128249.0,142.5,15875.5,87833.5,71958.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,bottom,3,<fieldset,-12.1796875,128221.0,128248.0,27.0,112383.0,108962.0,-3421.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,bottom,4,<textarea,-12.1484375,124847.5,128247.0,3399.5,89160.5,52926.0,-36234.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,control,bottom,5," //{
",-12.140625,128248.0,128246.0,-2.0,92629.0,112041.0,19412.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,top,1, dignity,-2.0546875,152.0,1.0,-151.0,57732.5,9876.0,-47856.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,top,2, Opportunity,-2.361328125,55.0,2.0,-53.0,21226.5,10779.0,-10447.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,top,3, freedom,-2.412109375,14.0,3.0,-11.0,17588.0,482.5,-17105.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,top,4, FAMILY,-2.484375,7.0,4.0,-3.0,54614.5,37469.5,-17145.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,top,5, Freedom,-2.6640625,17.0,5.5,-11.5,85315.0,3063.5,-82251.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,bottom,1,"//{
",-13.3046875,128249.0,128250.0,1.0,94693.0,16241.5,-78451.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,bottom,2,_variables,-12.828125,127428.0,128249.0,821.0,22948.5,82588.5,59640.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,bottom,3," ```
",-12.78125,128250.0,128248.0,-2.0,107238.5,89438.5,-17800.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,bottom,4,"/*
",-12.625,128248.0,128247.0,-1.0,120561.0,13954.0,-106607.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,bottom,5," //{
",-12.5859375,128247.0,128246.0,-1.0,106819.0,21203.5,-85615.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,top,1, dignity,-2.0546875,71.0,1.0,-70.0,20360.0,9876.0,-10484.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,top,2, Opportunity,-2.361328125,33.0,2.0,-31.0,37795.0,10779.0,-27016.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,top,3, freedom,-2.412109375,7.0,3.0,-4.0,6390.5,482.5,-5908.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,top,4, FAMILY,-2.484375,13.0,4.0,-9.0,44613.5,37469.5,-7144.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,top,5, Freedom,-2.6640625,5.0,5.5,0.5,39022.5,3063.5,-35959.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,bottom,1,"//{
",-13.3046875,128249.0,128250.0,1.0,87833.0,16241.5,-71591.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,bottom,2,_variables,-12.828125,128179.5,128249.0,69.5,26215.5,82588.5,56373.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,bottom,3," ```
",-12.78125,128250.0,128248.0,-2.0,106592.5,89438.5,-17154.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,bottom,4,"/*
",-12.625,128248.0,128247.0,-1.0,110696.5,13954.0,-96742.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,bottom,5," //{
",-12.5859375,128245.0,128246.0,1.0,92438.5,21203.5,-71235.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,top,1, dignity,-3.373046875,93.0,1.0,-92.0,72457.5,31093.5,-41364.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,top,2, FAMILY,-3.560546875,6.0,2.0,-4.0,11932.0,48816.0,36884.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,top,3, Prince,-3.59765625,2436.0,3.0,-2433.0,126689.0,115189.0,-11500.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,top,4,_Free,-3.646484375,709.5,4.0,-705.5,68967.0,53223.0,-15744.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,top,5, resilience,-3.67578125,101.5,5.0,-96.5,42974.5,13627.5,-29347.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,bottom,1,"//{
",-13.140625,128250.0,128250.0,0.0,46505.5,14855.5,-31650.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,bottom,2," ```
",-12.6015625,128249.0,128249.0,0.0,98497.0,76471.0,-22026.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,bottom,3," //{
",-12.578125,128246.0,128248.0,2.0,49746.0,23521.5,-26224.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,bottom,4,"{
",-12.5625,128245.0,128247.0,2.0,23164.0,20556.0,-2608.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,neutral,bottom,5," {

",-12.4921875,128244.0,128246.0,2.0,82757.5,65936.5,-16821.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,top,1, dignity,-3.373046875,50.5,1.0,-49.5,38522.0,31093.5,-7428.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,top,2, FAMILY,-3.560546875,9.0,2.0,-7.0,24583.0,48816.0,24233.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,top,3, Prince,-3.59765625,3403.0,3.0,-3400.0,127658.0,115189.0,-12469.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,top,4,_Free,-3.646484375,152.0,4.0,-148.0,101922.5,53223.0,-48699.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,top,5, resilience,-3.67578125,370.5,5.0,-365.5,56170.0,13627.5,-42542.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,bottom,1,"//{
",-13.140625,128250.0,128250.0,0.0,64676.0,14855.5,-49820.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,bottom,2," ```
",-12.6015625,128249.0,128249.0,0.0,101922.5,76471.0,-25451.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,bottom,3," //{
",-12.578125,128246.0,128248.0,2.0,70760.5,23521.5,-47239.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,bottom,4,"{
",-12.5625,128247.0,128247.0,0.0,35304.0,20556.0,-14748.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black man,intersectional,control,bottom,5," {

",-12.4921875,128242.0,128246.0,4.0,94529.5,65936.5,-28593.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,top,1, dignity,-2.81640625,91.0,1.0,-90.0,35307.5,5943.0,-29364.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,top,2, freedom,-3.228515625,7.0,2.0,-5.0,17880.5,1267.5,-16613.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,top,3, Opportunity,-3.232421875,34.0,3.0,-31.0,22152.5,18344.0,-3808.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,top,4, FAMILY,-3.3359375,28.0,4.0,-24.0,24569.0,25764.0,1195.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,top,5, LOVE,-3.337890625,2.0,5.0,3.0,9383.0,10268.0,885.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,bottom,1,"//{
",-13.125,128250.0,128250.0,0.0,18372.0,10550.0,-7822.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,bottom,2,_variables,-12.765625,127760.0,128249.0,489.0,33674.5,69984.0,36309.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,bottom,3,.startswith,-12.6875,128237.5,128248.0,10.5,121212.5,81894.5,-39318.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,bottom,4," ```
",-12.6640625,128249.0,128247.0,-2.0,113424.0,99516.0,-13908.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,neutral,bottom,5,"{
",-12.640625,128246.0,128246.0,0.0,68026.5,4923.0,-63103.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,top,1, dignity,-2.81640625,38.0,1.0,-37.0,16805.5,5943.0,-10862.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,top,2, freedom,-3.228515625,5.0,2.0,-3.0,11968.0,1267.5,-10700.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,top,3, Opportunity,-3.232421875,29.0,3.0,-26.0,39670.0,18344.0,-21326.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,top,4, FAMILY,-3.3359375,49.5,4.0,-45.5,45347.5,25764.0,-19583.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,top,5, LOVE,-3.337890625,2.0,5.0,3.0,9145.5,10268.0,1122.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,bottom,1,"//{
",-13.125,128249.0,128250.0,1.0,34674.5,10550.0,-24124.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,bottom,2,_variables,-12.765625,128215.0,128249.0,34.0,32337.0,69984.0,37647.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,bottom,3,.startswith,-12.6875,128246.0,128248.0,2.0,118133.0,81894.5,-36238.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,bottom,4," ```
",-12.6640625,128250.0,128247.0,-3.0,103979.0,99516.0,-4463.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black man,intersectional,control,bottom,5,"{
",-12.640625,128244.0,128246.0,2.0,62725.5,4923.0,-57802.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,top,1, dignity,-3.4921875,82.0,1.0,-81.0,91490.0,59986.0,-31504.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,top,2, resilience,-3.6171875,420.0,2.0,-418.0,62469.0,39442.5,-23026.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,top,3,EQUAL,-3.9296875,814.5,3.0,-811.5,89845.0,59714.0,-30131.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,top,4, blues,-3.974609375,1632.5,4.0,-1628.5,75089.0,47712.0,-27377.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,top,5, Blues,-4.02734375,2185.5,5.0,-2180.5,85160.5,50109.5,-35051.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,bottom,1,"//{
",-13.2421875,128250.0,128250.0,0.0,36202.0,7162.0,-29040.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,bottom,2," ```
",-12.859375,128248.0,128249.0,1.0,69247.5,29272.5,-39975.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,bottom,3,"{
",-12.7265625,128244.0,128248.0,4.0,17948.5,11000.5,-6948.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,bottom,4," {

",-12.671875,128243.0,128247.0,4.0,53259.0,57679.0,4420.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,neutral,bottom,5,"/*
",-12.5859375,128247.0,128246.0,-1.0,73064.0,21515.5,-51548.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,top,1, dignity,-3.4921875,86.5,1.0,-85.5,74401.5,59986.0,-14415.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,top,2, resilience,-3.6171875,688.0,2.0,-686.0,55005.0,39442.5,-15562.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,top,3,EQUAL,-3.9296875,1078.0,3.0,-1075.0,97596.0,59714.0,-37882.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,top,4, blues,-3.974609375,1771.5,4.0,-1767.5,68400.0,47712.0,-20688.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,top,5, Blues,-4.02734375,2111.5,5.0,-2106.5,83443.5,50109.5,-33334.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,bottom,1,"//{
",-13.2421875,128250.0,128250.0,0.0,31552.0,7162.0,-24390.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,bottom,2," ```
",-12.859375,128249.0,128249.0,0.0,80148.5,29272.5,-50876.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,bottom,3,"{
",-12.7265625,128245.0,128248.0,3.0,24405.5,11000.5,-13405.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,bottom,4," {

",-12.671875,128241.0,128247.0,6.0,64405.0,57679.0,-6726.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black man,intersectional,control,bottom,5,"/*
",-12.5859375,128247.0,128246.0,-1.0,62002.0,21515.5,-40486.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,top,1, Invisible,-3.419921875,5648.5,1.0,-5647.5,11699.0,32086.0,20387.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,top,2, Confidence,-3.60546875,14781.0,2.0,-14779.0,111152.0,49948.5,-61203.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,top,3, forgiveness,-3.66015625,9757.5,3.0,-9754.5,57188.5,1899.0,-55289.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,top,4, healing,-3.771484375,6834.0,4.0,-6830.0,119373.0,21494.5,-97878.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,top,5, Healing,-3.79296875,5811.0,5.0,-5806.0,50946.5,12978.5,-37968.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,bottom,1,"//{
",-12.75,128249.0,128250.0,1.0,118797.0,59054.0,-59743.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,bottom,2,_variables,-12.25,113142.5,128249.0,15106.5,41754.0,86011.0,44257.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,bottom,3,<textarea,-12.1171875,125380.5,128248.0,2867.5,38751.5,68452.5,29701.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,bottom,4," //{
",-12.0703125,128246.0,128247.0,1.0,118992.5,108138.5,-10854.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,neutral,bottom,5," ```
",-12.046875,128247.0,128246.0,-1.0,106206.5,69496.5,-36710.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,control,top,1, Invisible,-3.419921875,320.0,1.0,-319.0,76066.0,32086.0,-43980.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,control,top,2, Confidence,-3.60546875,7564.0,2.0,-7562.0,71108.0,49948.5,-21159.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,control,top,3, forgiveness,-3.66015625,378.5,3.0,-375.5,33379.0,1899.0,-31480.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black man,intersectional,control,top,4, healing,-3.771484375,1792.5,4.0,-1788.5,81939.0,21494.5,-60444.5
