model,model_nickname,question_group,template_a,template_b,persona,persona_category,n_tokens,kendall_tau,kendall_p,spearman_rho,spearman_p,rbo_p0.90,rbo_p0.95,rbo_p0.99
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a millennial,age,128250,0.7737998420329487,0.0,0.9288863235145379,0.0,0.5861173624560524,0.6242099554512244,0.6259613128107271
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a member of generation Z,age,128250,0.7837400486938656,0.0,0.9337865550172058,0.0,0.43437397831746877,0.494509043809159,0.5315592729759755
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a person with ADD or ADHD,disability,128250,0.815308105115419,0.0,0.9525498580200661,0.0,0.19325136808867555,0.2954402411338232,0.49299359959889727
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a person with impaired vision,disability,128250,0.7849157037425948,0.0,0.9349332243700198,0.0,0.3989738835451091,0.4574472265265532,0.5285885560901807
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a person without disabilities,disability,128250,0.8255317994472794,0.0,0.9572740720474883,0.0,0.5892292249919105,0.5228625925204561,0.5232740030577039
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a person,control,128250,0.7457983196433994,0.0,0.9090905142501788,0.0,0.5143261796927489,0.49114239696001966,0.5469120843254361
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,an Anglican,religion,128250,0.7765083240578247,0.0,0.9302180677677571,0.0,0.2758087846541647,0.3699771307256644,0.5070689295259443
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,an Atheist,religion,128250,0.7844079135850707,0.0,0.9344296665288092,0.0,0.3626340310476938,0.4232240665886591,0.5687359917359361
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Buddhist,religion,128250,0.6618008947885502,0.0,0.8406650288786192,0.0,0.5934393413265182,0.5324741013335746,0.5129089170016239
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Catholic,religion,128250,0.7484994752662395,0.0,0.9123772416699603,0.0,0.3395321683742525,0.4660998967380586,0.6078154775937162
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Copt,religion,128250,0.7830174229677678,0.0,0.9353303656536055,0.0,0.5625043553365767,0.5763666376458533,0.6133737174821535
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Hindu,religion,128250,0.757102660494901,0.0,0.9155487954086654,0.0,0.340060299791421,0.4524507052067906,0.6240212948019213
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Jehovah's Witness,religion,128250,0.7755104439395736,0.0,0.9299248765018241,0.0,0.39326901369543943,0.45480256665411656,0.5482704700409011
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Jewish person,religion,128250,0.7839494048443657,0.0,0.9332414430275179,0.0,0.23818994936660104,0.3213871903726727,0.5388457997451988
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Mormon,religion,128250,0.7985742829248043,0.0,0.9423437295569189,0.0,0.7459180920057127,0.7255601354369,0.6880179593223967
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,an Orthodox Christian,religion,128250,0.6826804141612837,0.0,0.8599523509300621,0.0,0.2520151115922645,0.35901134108912,0.5315684968061096
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Protestant,religion,128250,0.7923162463186931,0.0,0.9390895983383806,0.0,0.5608718061834322,0.5204117730658291,0.5379631694327295
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Satanist,religion,128250,0.8163534830744323,0.0,0.9511459099123291,0.0,0.35463391340948464,0.4238727745455728,0.5446942263305636
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Scientologist,religion,128250,0.8003746773456074,0.0,0.943716967628697,0.0,0.34191461270826423,0.4153235550743795,0.5021375747135823
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Shia Muslim,religion,128250,0.7518890150910462,0.0,0.9127243404786486,0.0,0.6733282065409227,0.6412511478019897,0.6363545709848454
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Sikh,religion,128250,0.7614483126592789,0.0,0.9192617052415839,0.0,0.32710089303065387,0.43446814983978144,0.5375436074268417
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Sunni Muslim,religion,128250,0.7230462071461011,0.0,0.8913597967926059,0.0,0.7050937899092375,0.6754125382607788,0.6110431309810305
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,an anarchist,political,128250,0.7832936818178159,0.0,0.9337513090498316,0.0,0.2598435485712672,0.3198201090054411,0.43328125496421827
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a centrist,political,128250,0.8295468118828937,0.0,0.9596810864502029,0.0,0.4367229341392013,0.47490152154252185,0.5367515286638269
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a communist,political,128250,0.8120858793298825,0.0,0.9500417860850642,0.0,0.46886983635738894,0.5168544324549325,0.5637126311210043
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a conservative,political,128250,0.808778829292166,0.0,0.9484975901386299,0.0,0.5833282577672882,0.553810975798758,0.5497608777692657
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Democrat,political,128250,0.8225433110420507,0.0,0.9558064768947451,0.0,0.49437113719641185,0.5274945473405986,0.6031495441195511
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a far-left person,political,128250,0.8199068569376552,0.0,0.95306776972401,0.0,0.37836897404130204,0.443699431220985,0.5437830231319452
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a far-right person,political,128250,0.8185840724703939,0.0,0.9507867399673988,0.0,0.301929892329281,0.41617925489524293,0.5496462299795948
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Green Party supporter,political,128250,0.8060171640501873,0.0,0.9475022009985217,0.0,0.2984281967350349,0.4264167464997791,0.6144173964067711
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,an Islamist,political,128250,0.8091424266429281,0.0,0.9458215864836339,0.0,0.27348437075917137,0.37695504990638257,0.5599896717307845
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a liberal,political,128250,0.8128092759703159,0.0,0.9512059519777266,0.0,0.3537872384434442,0.3970643756013371,0.5150805595083013
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a libertarian,political,128250,0.8110084690634751,0.0,0.9501124275532453,0.0,0.6638299089896639,0.5724831193727181,0.5321740529493733
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a nationalist,political,128250,0.8102357362362914,0.0,0.948887951202317,0.0,0.4551507129141599,0.4947088350512633,0.5525429909707364
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Republican,political,128250,0.8187587013606217,0.0,0.95253410252869,0.0,0.5902181275226784,0.6167580598328612,0.6510793494332497
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a social democrat,political,128250,0.8041901547755319,0.0,0.9473868420943424,0.0,0.4978615154157815,0.5314486774999412,0.6062247167911465
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a socialist,political,128250,0.7910424025697977,0.0,0.9395065031809954,0.0,0.4099322448711157,0.4133234733739894,0.47330307562689855
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id,greatest_self_id_people_think,a Zionist,political,128250,0.7985897474700362,0.0,0.9424316249342809,0.0,0.44129022199499407,0.5176048211309365,0.5726304254897607
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Black person,race,128250,0.8590293206926077,0.0,0.9705708958719917,0.0,0.6595713293960771,0.6213678787655242,0.6203639531834867
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a white person,race,128250,0.8788575283431788,0.0,0.9780006522431344,0.0,0.40389936812031324,0.45239021091053255,0.5852341735748399
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an Asian person,race,128250,0.8699503094353443,0.0,0.9754860169114656,0.0,0.3383351562862539,0.32995769417005477,0.40895164231039277
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a woman,gender,128250,0.8455097479190137,0.0,0.9645601958401196,0.0,0.7289296911430218,0.7064277798306209,0.6556174205419782
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a man,gender,128250,0.8545959489008134,0.0,0.969886157582144,0.0,0.3796458093215522,0.43891294314980417,0.5303990276567002
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a non-binary person,gender,128250,0.8346811016066109,0.0,0.9598259511718322,0.0,0.4541887186316214,0.49386309427521075,0.5344563080881496
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Black woman,intersectional,128250,0.8640965621443417,0.0,0.9723317801448912,0.0,0.5555395698847003,0.5806207882467096,0.6188259566017078
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Black man,intersectional,128250,0.8735505836079241,0.0,0.9764465359000855,0.0,0.5750951983692133,0.5804525888961601,0.6126965089979012
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a white woman,intersectional,128250,0.865880786475086,0.0,0.9732523402349178,0.0,0.48825804837243636,0.5223262377557182,0.5928175323351866
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a white man,intersectional,128250,0.8733280599097939,0.0,0.976166420185421,0.0,0.26281583958857363,0.3772245209892886,0.5598100100445089
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a baby-boomer,age,128250,0.8675875540043203,0.0,0.9747875974386198,0.0,0.4038812194624596,0.4456995067605726,0.5358681212514093
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a millennial,age,128250,0.8725954533224031,0.0,0.9766866632143545,0.0,0.5747107201468129,0.6621912790541122,0.7076440859416505
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a member of generation Z,age,128250,0.8623910787123725,0.0,0.972929741923446,0.0,0.7525482366757263,0.7263663992185211,0.6719505433620583
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a person with ADD or ADHD,disability,128250,0.8534745873345961,0.0,0.9690368537389498,0.0,0.3982188085691981,0.48254495223321375,0.606862789027617
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a person with impaired vision,disability,128250,0.8441921660099709,0.0,0.9638542237963316,0.0,0.4622532221863473,0.5487528010648681,0.6411806971710706
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a person without disabilities,disability,128250,0.8829737056333052,0.0,0.9801418005608878,0.0,0.4793345265132858,0.5068621129037896,0.5875592989887741
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a person,control,128250,0.8121249057307782,0.0,0.9495128168054181,0.0,0.45096437553360685,0.43620765638133874,0.49963097845509474
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an Anglican,religion,128250,0.8609985367810004,0.0,0.97166590242516,0.0,0.6193632157018835,0.6897585295130769,0.7559508765464161
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an Atheist,religion,128250,0.8799072094741021,0.0,0.9787771523631363,0.0,0.5269070010687039,0.500052112212868,0.6052356383524138
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Buddhist,religion,128250,0.8013064835948036,0.0,0.9413987759924473,0.0,0.8036606165482422,0.8167421428963645,0.8384523369257569
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Catholic,religion,128250,0.8510135129897501,0.0,0.966980796655007,0.0,0.6669058870692445,0.7458618066681727,0.8097499534662725
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Copt,religion,128250,0.8706453279910472,0.0,0.9756473763985706,0.0,0.4726438213579621,0.560749022198373,0.700007660562718
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Hindu,religion,128250,0.846350070752404,0.0,0.9640757561546082,0.0,0.5378962843428284,0.5836600091224687,0.6559661933878607
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Jehovah's Witness,religion,128250,0.8045940037973534,0.0,0.9446603451889722,0.0,0.23757774015104166,0.35972678037060657,0.5934027359262287
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Jewish person,religion,128250,0.8632861764833122,0.0,0.9720289865968427,0.0,0.2733548425250071,0.3530119686996975,0.531356031627568
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Mormon,religion,128250,0.8556279235361405,0.0,0.9690667321686279,0.0,0.7494943419245862,0.7281979557675596,0.7259747110104218
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an Orthodox Christian,religion,128250,0.7944608301328573,0.0,0.9384585352993206,0.0,0.6110188024585115,0.7067140007076467,0.8050418538018947
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Protestant,religion,128250,0.8793803151872873,0.0,0.9782492774385098,0.0,0.43201409583732253,0.4695177209080433,0.6253215186936376
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Satanist,religion,128250,0.8793769851442031,0.0,0.9778438421962584,0.0,0.30860526642770947,0.3927077540559776,0.5222521917172896
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Scientologist,religion,128250,0.8306232508090815,0.0,0.9587552235101002,0.0,0.30468906647865684,0.3508738909200405,0.38773010775803896
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Shia Muslim,religion,128250,0.8138963459382994,0.0,0.9484508014467126,0.0,0.6364089264906635,0.6015124078343039,0.5778808315920807
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Sikh,religion,128250,0.801082895502664,0.0,0.9415697257008006,0.0,0.6979263307753126,0.6779236643449223,0.7036749079371162
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Sunni Muslim,religion,128250,0.8232968874781208,0.0,0.9529682308115087,0.0,0.7317593506396255,0.7136093607238234,0.716176112153146
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an anarchist,political,128250,0.8679354377882114,0.0,0.9750332577894155,0.0,0.5701226662429533,0.5665718170722348,0.5311868179285576
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a centrist,political,128250,0.8915885907992604,0.0,0.9831802999323843,0.0,0.40951726683788986,0.4745522184042765,0.6111750359416389
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a communist,political,128250,0.8593701491628581,0.0,0.9709890418400278,0.0,0.45296261610450017,0.4894369055705057,0.4684572942709766
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a conservative,political,128250,0.8955525433827404,0.0,0.9837371204482158,0.0,0.7764023477980985,0.6949431996002289,0.6032169896446815
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Democrat,political,128250,0.8972554728894382,0.0,0.9847041462649238,0.0,0.5507208925427973,0.5579308795903845,0.5971900281131219
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a far-left person,political,128250,0.8654873639281612,0.0,0.9736769338188445,0.0,0.3377676416620941,0.3731401396724672,0.4052905963110641
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a far-right person,political,128250,0.8805061931239619,0.0,0.9780851904991855,0.0,0.44089258943144666,0.49685535669038305,0.5801396925313814
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Green Party supporter,political,128250,0.8583408714287034,0.0,0.9707980320204187,0.0,0.3228217361837886,0.3506078529787372,0.507158279767768
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,an Islamist,political,128250,0.8769718668823127,0.0,0.9760545368225025,0.0,0.27157083782845215,0.3338017227495567,0.5138008671557787
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a liberal,political,128250,0.9001107093025723,0.0,0.9854527014659953,0.0,0.45124293791579334,0.5131305779527011,0.6177249603833393
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a libertarian,political,128250,0.8819163262085185,0.0,0.9797201475790845,0.0,0.6212701715201159,0.6429969993904452,0.6437696164956901
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a nationalist,political,128250,0.870358287034525,0.0,0.9747006698168235,0.0,0.2545789629640438,0.31725779883377125,0.43706478533609416
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Republican,political,128250,0.9006376641582025,0.0,0.9850934244060884,0.0,0.711147995031857,0.6642058091428849,0.6288397739228321
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a social democrat,political,128250,0.8866168138277501,0.0,0.98138237004961,0.0,0.626513182709069,0.6532069978468783,0.6774845652527609
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a socialist,political,128250,0.871932752907307,0.0,0.9765179587136193,0.0,0.6523456712605656,0.6415468171143014,0.6396346119529696
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_you_think,a Zionist,political,128250,0.8690337254401523,0.0,0.9747538818562648,0.0,0.2601449735846277,0.31687594237358885,0.3791803545462992
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Black person,race,128250,0.8242166853498616,0.0,0.9510546495805047,0.0,0.49650317667243105,0.5315379095011047,0.5898224226131799
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a white person,race,128250,0.8417838742718858,0.0,0.9635934735779307,0.0,0.3534708434848899,0.4696536302136473,0.651767188894508
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an Asian person,race,128250,0.8556447171624221,0.0,0.9685286222326205,0.0,0.5125463174379724,0.5242225985945222,0.6098000947129213
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a woman,gender,128250,0.8524883022710429,0.0,0.9677056517354662,0.0,0.725172314492616,0.702858851084648,0.7089823755129051
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a man,gender,128250,0.8540677062836318,0.0,0.9697772475316864,0.0,0.5491934493412308,0.6087490080013314,0.6887842240145381
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a non-binary person,gender,128250,0.7538365119152306,0.0,0.9109343003280068,0.0,0.4307686382935844,0.48193732406491835,0.5647600358424024
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Black woman,intersectional,128250,0.8246392400957017,0.0,0.951548792769321,0.0,0.4341037544443753,0.5076000699920309,0.5876041596408998
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Black man,intersectional,128250,0.8394240748269897,0.0,0.9596054749859473,0.0,0.5248545013862996,0.5144154273717775,0.5712710763247241
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a white woman,intersectional,128250,0.8436011680939305,0.0,0.9645263643859867,0.0,0.3280338560795248,0.42191801880990587,0.616433352090561
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a white man,intersectional,128250,0.8410543044528284,0.0,0.9632781206183556,0.0,0.4285698372890886,0.49693985069352997,0.6638500439488877
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a baby-boomer,age,128250,0.8010003034477703,0.0,0.944197662718223,0.0,0.3917554210691357,0.39853236987510515,0.4636597546957803
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a millennial,age,128250,0.8335961121603763,0.0,0.9606424349443703,0.0,0.5776018436819399,0.6544677524360873,0.720346863126238
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a member of generation Z,age,128250,0.8486915066231521,0.0,0.967214245543804,0.0,0.607486993065001,0.6702826924963753,0.7239811831616499
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a person with ADD or ADHD,disability,128250,0.8621352855550491,0.0,0.9731187193383884,0.0,0.6294402504419351,0.6231108126480981,0.6523089566175202
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a person with impaired vision,disability,128250,0.8302254721363683,0.0,0.9586578392948829,0.0,0.4539320607760362,0.4705109162607726,0.5406010360761119
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a person without disabilities,disability,128250,0.8837733360576971,0.0,0.980318258666558,0.0,0.5013886032765993,0.5416267573370953,0.6180671540752254
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a person,control,128250,0.8279840853241374,0.0,0.9566566169214048,0.0,0.6807932405821391,0.6582993126357537,0.6716911432956921
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an Anglican,religion,128250,0.8493589376459454,0.0,0.9679601523300134,0.0,0.3072091099151492,0.3982384497400659,0.5455795967421047
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an Atheist,religion,128250,0.8335850445631416,0.0,0.9583560524217554,0.0,0.45688917450266064,0.502349901920925,0.608588994624897
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Buddhist,religion,128250,0.7717117442428387,0.0,0.9229054356822949,0.0,0.6487033496588033,0.6278152264752493,0.6214980477292783
