model,model_nickname,template,persona,persona_category,baseline_type,direction,token_decoded,baseline_rank,persona_rank,rank_diff,lm_baseline_rank,lm_persona_rank,lm_rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,up,_author,120416.5,41708.0,-78708.5,81853.5,59756.5,-22097.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,up,	Title,109539.0,30854.5,-78684.5,121393.0,116334.0,-5059.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,up, Weapons,116107.5,37748.0,-78359.5,95731.0,78689.0,-17042.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,up,Weapons,115230.0,36881.0,-78349.0,9998.5,7484.0,-2514.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,up,male,102347.0,24399.0,-77948.0,103055.5,20179.5,-82876.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down, DEBUG,8769.0,123663.5,114894.5,88732.5,94736.5,6004.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down,DEBUG,2174.0,70991.0,68817.0,77302.0,101087.0,23785.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down,Debug,2876.5,70098.5,67222.0,27588.5,48471.0,20882.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down,replace,40988.5,107006.0,66017.5,98881.0,101953.0,3072.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down,okedex,21020.5,80669.0,59648.5,4511.0,4862.0,351.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down, Rotate,39605.0,97192.0,57587.0,123308.0,123888.0,580.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down,.Execution,68292.5,121599.5,53307.0,65047.5,57445.0,-7602.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down," =
",53957.0,106634.0,52677.0,61125.5,46789.0,-14336.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down, homo,39605.0,92198.0,52593.0,54004.0,80558.5,26554.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,down, muže,49689.0,101534.0,51845.0,49365.5,19111.0,-30254.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up, sexist,113860.5,11697.5,-102163.0,38693.0,4053.0,-34640.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up,male,107269.5,24399.0,-82870.5,95895.0,20179.5,-75715.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up,weapon,110802.0,39403.0,-71399.0,68009.5,86576.5,18567.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up, sexism,106943.5,36371.0,-70572.5,26286.5,4488.5,-21798.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up,/person,86046.0,15753.5,-70292.5,4710.5,13157.0,8446.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up, males,92708.0,23217.0,-69491.0,70250.0,7064.0,-63186.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up,/tools,105628.0,36371.0,-69257.0,85582.0,74070.0,-11512.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up,Weapons,105628.0,36881.0,-68747.0,5449.0,7484.0,2035.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up, Weapon,111603.5,44477.0,-67126.5,113271.0,120970.5,7699.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,up, Firearms,103881.0,36881.0,-67000.0,24405.5,22455.5,-1950.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,Positions,14740.5,69242.5,54502.0,2467.0,2538.0,71.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down, muže,51000.0,101534.0,50534.0,46952.5,19111.0,-27841.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,Loaded,7099.5,55113.5,48014.0,6475.0,9311.0,2836.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,wm,32855.5,79698.0,46842.5,89994.5,72784.5,-17210.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,.Execution,76083.0,121599.5,45516.5,65782.5,57445.0,-8337.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,لمان,70153.5,113367.0,43213.5,35021.5,45593.5,10572.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down, mænd,56475.0,99367.0,42892.0,46952.5,21327.0,-25625.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down, homo,51000.0,92198.0,41198.0,47961.0,80558.5,32597.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down, männ,56945.5,96758.0,39812.5,3636.0,2871.5,-764.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,down,مان,40931.0,80669.0,39738.0,35811.0,59224.5,23413.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,Children,117584.5,13162.0,-104422.5,360.0,695.0,335.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,(Local,124236.0,22817.5,-101418.5,119546.5,120605.5,1059.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,(local,122915.0,22375.0,-100540.0,120663.5,122592.0,1928.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,(best,125888.5,25777.0,-100111.5,61030.5,90798.5,29768.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up, Southern,107947.5,7876.5,-100071.0,124679.5,117134.0,-7545.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up, Champions,110262.5,10756.0,-99506.5,94922.0,114743.5,19821.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up, wonderfully,116359.0,18094.5,-98264.5,57679.5,5559.0,-52120.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,Southern,111568.5,14001.5,-97567.0,5956.5,6444.5,488.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up,(light,119222.0,21937.0,-97285.0,106206.5,73408.0,-32798.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,up, beautifully,106553.0,9415.5,-97137.5,21450.0,7890.5,-13559.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down, Prelude,6787.0,125181.0,118394.0,85031.5,42788.5,-42243.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,_constraints,14494.5,126961.5,112467.0,48565.0,24116.0,-24449.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,interrupt,2021.5,112657.0,110635.5,106539.0,19155.5,-87383.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,RODUCTION,15735.0,124205.5,108470.5,46096.0,70427.5,24331.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,exp,13872.5,121811.0,107938.5,35676.0,49303.0,13627.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,errupt,13164.5,119444.0,106279.5,98778.0,58831.5,-39946.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,roduction,16084.5,122084.5,106000.0,108867.0,100440.0,-8427.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down, enters,14667.0,120380.0,105713.0,61030.5,116898.5,55868.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,_notifications,15846.5,121377.0,105530.5,20796.5,83538.5,62742.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,down,.popup,4681.5,110023.5,105342.0,29944.5,12863.0,-17081.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up,Children,95628.5,13162.0,-82466.5,712.5,695.0,-17.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, Children,84463.5,14396.0,-70067.5,78576.5,61575.0,-17001.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up,Kids,100523.5,32279.0,-68244.5,3065.0,1659.5,-1405.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up,ildren,107773.5,45576.5,-62197.0,84036.5,90747.0,6710.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, hubby,103570.5,42105.0,-61465.5,15665.5,10597.5,-5068.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, Husband,80106.0,18842.0,-61264.0,114233.5,64979.0,-49254.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up,erson,109484.5,48915.0,-60569.5,51387.0,63934.0,12547.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, husband,96053.0,36421.0,-59632.0,118703.5,72440.0,-46263.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, cyclist,105203.5,45918.0,-59285.5,11594.0,15180.0,3586.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,up, Kids,89644.0,30399.0,-59245.0,103105.5,85743.5,-17362.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,(man,14194.0,68108.0,53914.0,106783.0,101727.5,-5055.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,menin,69785.0,122505.0,52720.0,25364.0,10753.0,-14611.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down, translating,21511.0,69741.0,48230.0,37815.0,21864.5,-15950.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,/man,42837.5,91019.5,48182.0,23141.0,22940.5,-200.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,_Man,14699.5,62504.5,47805.0,103645.0,102107.5,-1537.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down, Ladies,47043.0,93770.0,46727.0,113193.0,64449.5,-48743.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down, replies,38277.0,81857.0,43580.0,35848.5,16502.5,-19346.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,wm,36245.0,77852.0,41607.0,29288.0,11395.0,-17893.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down, mann,8635.0,50216.5,41581.5,87991.5,72685.0,-15306.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,down,mani,20847.5,62096.5,41249.0,23141.0,27402.0,4261.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,_Trans,122268.0,7989.5,-114278.5,113726.5,112533.0,-1193.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,.trans,122136.5,16998.5,-105138.0,52085.5,91649.5,39564.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,-x,119554.5,17146.5,-102408.0,82921.5,105237.0,22315.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up, ایست,119701.5,20058.5,-99643.0,75348.5,22420.5,-52928.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,_validate,126435.0,28193.5,-98241.5,67320.5,52513.5,-14807.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up, Sidebar,110504.5,14196.5,-96308.0,89285.5,118021.0,28735.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,_barrier,104438.0,9664.0,-94774.0,31182.5,27593.0,-3589.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,.normalize,106176.5,11801.5,-94375.0,37859.0,18153.5,-19705.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up,_trans,126777.0,33344.0,-93433.0,63386.5,95887.0,32500.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,up, validators,98603.5,5200.0,-93403.5,36244.5,4593.5,-31651.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, Married,11741.0,126823.0,115082.0,120441.5,123594.5,3153.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, policemen,5485.5,117812.0,112326.5,97972.5,107230.0,9257.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, married,16978.5,127805.5,110827.0,79942.0,119153.0,39211.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, policeman,5173.0,115298.0,110125.0,73332.0,75883.0,2551.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down,(problem,12394.0,122369.5,109975.5,64398.0,85755.5,21357.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, policing,5779.5,114792.0,109012.5,50165.0,45164.5,-5000.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, DEBUG,3821.0,112210.0,108389.0,73567.0,99230.5,25663.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, soldiers,13451.0,121837.5,108386.5,95509.5,59369.5,-36140.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down, Soldiers,6056.5,113985.5,107929.0,116790.0,100170.0,-16620.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,down,Jesus,6809.5,112210.0,105400.5,2812.5,1325.0,-1487.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_Trans,118050.5,7989.5,-110061.0,109360.0,112533.0,3173.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,.trans,117655.0,16998.5,-100656.5,41602.5,91649.5,50047.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up, ایست,119081.5,20058.5,-99023.0,52206.0,22420.5,-29785.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_barrier,108094.5,9664.0,-98430.5,37795.0,27593.0,-10202.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_validate,125176.0,28193.5,-96982.5,104687.0,52513.5,-52173.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,.validation,96939.5,2909.5,-94030.0,77210.5,29752.0,-47458.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_trans,127178.0,33344.0,-93834.0,79669.0,95887.0,16218.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_xx,102505.0,10167.5,-92337.5,105954.5,81491.0,-24463.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,	trans,121324.5,31255.5,-90069.0,112073.0,95887.0,-16186.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,up,_normalize,120011.5,31255.5,-88756.0,53143.0,29752.0,-23391.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down, Married,15618.5,126823.0,111204.5,115135.0,123594.5,8459.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down, policeman,6892.0,115298.0,108406.0,49356.5,75883.0,26526.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down,_money,12664.0,120389.5,107725.5,18841.0,15826.5,-3014.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down, policemen,10652.5,117812.0,107159.5,72129.5,107230.0,35100.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down, married,21647.5,127805.5,106158.0,100453.0,119153.0,18700.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down,_children,8001.5,112521.5,104520.0,6915.5,74106.0,67190.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down,_man,13947.0,118024.0,104077.0,53619.0,82493.0,28874.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down, ICE,3941.5,107988.0,104046.5,85685.0,63994.0,-21691.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down,結婚,6200.5,109062.5,102862.0,59040.0,21844.5,-37195.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,down,-government,17743.0,119921.0,102178.0,106282.0,72548.0,-33734.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,_validate,118931.5,12788.5,-106143.0,113470.5,95181.0,-18289.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,.normalize,116665.5,18710.5,-97955.0,25578.5,38347.0,12768.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,_EQUALS,118564.5,21194.5,-97370.0,92545.5,88054.0,-4491.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,slash,108709.0,11717.5,-96991.5,97075.5,110940.5,13865.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,Prefix,112196.0,17837.0,-94359.0,8444.5,23300.0,14855.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,validators,96373.0,3175.0,-93198.0,77780.5,16364.0,-61416.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,_Trans,106793.0,14844.5,-91948.5,122710.0,122350.0,-360.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,-alert,118931.5,27986.5,-90945.0,121663.0,123109.0,1446.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up,_boundary,104100.0,13666.5,-90433.5,66934.5,31447.5,-35487.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,up, ----------,108709.0,21194.5,-87514.5,89995.0,94586.0,4591.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, policemen,6141.0,122755.0,116614.0,24621.5,87848.0,63226.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, policeman,7786.0,124246.5,116460.5,34953.0,85468.0,50515.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, ICE,8216.0,121222.0,113006.0,49283.0,33419.5,-15863.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, الإسلام,11155.5,123736.5,112581.0,4245.5,2680.5,-1565.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, cops,13923.5,125983.0,112059.5,81127.5,96980.0,15852.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, Uganda,4457.5,116270.0,111812.5,87333.0,83620.5,-3712.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, Idaho,7429.0,119185.0,111756.0,95872.0,37906.0,-57966.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, wife,7869.0,119366.5,111497.5,62561.0,124155.5,61594.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, Islam,11585.0,122999.0,111414.0,19400.5,45263.5,25863.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,down, pregnancy,6858.5,117859.0,111000.5,72192.0,17795.5,-54396.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,.validation,104216.5,1931.5,-102285.0,119298.0,70164.0,-49134.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,_validate,114287.0,12788.5,-101498.5,121889.0,95181.0,-26708.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,_integration,108493.5,9935.5,-98558.0,89434.5,50025.5,-39409.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,Prefix,116198.0,17837.0,-98361.0,19033.5,23300.0,4266.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,_EQUALS,119462.5,21194.5,-98268.0,79107.0,88054.0,8947.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,validators,101265.5,3175.0,-98090.5,93458.0,16364.0,-77094.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,Expanded,105921.0,10044.0,-95877.0,44224.0,13793.5,-30430.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,Pressed,111565.5,15706.5,-95859.0,20070.0,7557.0,-12513.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,up,_barrier,99254.5,4071.5,-95183.0,25922.5,29213.5,3291.0
