model,model_nickname,template,persona,persona_category,baseline_type,direction,token_decoded,baseline_rank,persona_rank,rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, as,126514.5,1232.5,-125282.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, Lady,125615.0,2175.0,-123440.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up,assis,125452.0,2300.0,-123152.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up,azel,125494.5,3952.5,-121542.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, exc,126332.0,5078.5,-121253.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, acknowled,124703.5,3549.5,-121154.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, based,124059.5,4063.5,-119996.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, excuses,125494.5,6133.5,-119361.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,up, i,125615.0,7082.5,-118532.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, while,1294.5,121032.0,119737.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, Arg,5408.5,123255.5,117847.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, còn,7997.0,123941.0,115944.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down,uly,11499.5,127103.5,115604.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down," """,8452.0,123203.5,114751.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, Bench,7997.0,122007.5,114010.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, fodder,8230.0,122157.5,113927.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down,ustering,10280.0,124028.5,113748.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down,現,9165.0,122852.5,113687.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,down, сек,12837.0,125985.0,113148.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, Princess,121786.0,2590.5,-119195.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, representation,124024.5,5078.5,-118946.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, exc,123884.0,5078.5,-118805.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, i,124631.0,7082.5,-117548.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, Lady,119481.5,2175.0,-117306.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, you,124823.5,8201.5,-116622.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, Sweet,125225.0,8670.0,-116555.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up, excuses,122331.0,6133.5,-116197.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up,azel,117640.0,3952.5,-113687.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,up,",
",119696.5,7957.0,-111739.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, while,2768.5,121032.0,118263.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, dudes,4658.5,119848.0,115189.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, fodder,11641.5,122157.5,110516.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, cigars,14035.5,124028.5,109993.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, manpower,4406.5,114323.0,109916.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down,riting,11958.0,121491.5,109533.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down,phia,8147.0,117669.5,109522.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down,現,14035.5,122852.5,108817.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, Subject,6915.5,115142.0,108226.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,down, dolphins,12986.5,120999.5,108013.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, as,122682.0,387.0,-122295.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, woman,121776.5,3911.0,-117865.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, Woman,119839.0,8385.5,-111453.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, women,121260.0,10625.0,-110635.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, als,111708.0,3282.5,-108425.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, recognized,111708.0,3797.0,-107911.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, Welcome,116494.0,8630.5,-107863.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, representation,127609.0,19892.0,-107717.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, representations,110724.5,4507.0,-106217.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,up, Representation,106574.0,1351.0,-105223.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, arguing,8663.5,118698.5,110035.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, generating,2680.0,109689.0,107009.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, sû,10978.0,114771.5,103793.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, share,17297.5,121016.0,103718.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, Spec,22901.0,126398.5,103497.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, Even,13313.0,116516.0,103203.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down,WITHOUT,4978.5,106360.0,101381.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down,thew,19926.0,121050.5,101124.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down, sequ,19662.0,119960.5,100298.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,down,儿,21503.0,121285.0,99782.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, woman,121298.5,3911.0,-117387.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, encouraged,121530.0,4889.5,-116640.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, encouragement,113852.0,5042.0,-108810.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, Woman,117102.5,8385.5,-108717.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, recognized,110882.0,3797.0,-107085.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, approach,117783.5,12228.5,-105555.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, women,115974.0,10625.0,-105349.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, representation,125205.0,19892.0,-105313.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, Melania,116733.5,12577.0,-104156.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,up, BLACK,117811.5,14473.0,-103338.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, Human,4778.0,124298.5,119520.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, Spec,8708.0,126398.5,117690.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, human,7552.5,124273.5,116721.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down,-spec,6565.5,122241.0,115675.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, spec,5322.5,120570.0,115247.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, Even,3078.5,116516.0,113437.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down,spec,14107.5,126105.0,111997.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, bored,7552.5,118378.5,110826.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down,未,5836.0,115133.5,109297.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,down, tricky,10066.5,118871.5,108805.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, there,124014.0,320.5,-123693.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, base,126094.0,7113.5,-118980.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, include,121801.5,4044.0,-117757.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, The,124480.0,6898.5,-117581.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, someone,119999.0,2749.5,-117249.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, includes,124573.0,7330.5,-117242.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, Dear,121163.0,4695.0,-116468.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, i,124197.5,8018.0,-116179.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, regardless,121312.0,5458.5,-115853.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,up, Includes,120403.5,7563.5,-112840.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, Elves,8519.0,120350.0,111831.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, scept,7323.5,117448.5,110125.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, Computers,9674.5,117905.5,108231.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, Pose,17413.5,125502.0,108088.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down,arth,11611.5,119279.0,107667.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down,etas,6885.0,113082.0,106197.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, Hum,15157.0,121301.0,106144.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down,atura,11611.5,116734.0,105122.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, childs,15594.0,119753.5,104159.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,down, öl,14723.5,118742.0,104018.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up,彩,121363.0,7801.5,-113561.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, i,121515.5,8018.0,-113497.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, includes,120580.0,7330.5,-113249.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, there,112958.0,320.5,-112637.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, Princess,117828.0,8245.5,-109582.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, include,113510.0,4044.0,-109466.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, Dear,113306.5,4695.0,-108611.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, Includes,116115.0,7563.5,-108551.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, Where,115934.5,7801.5,-108133.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,up, ignor,123210.0,15815.5,-107394.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, human,10263.0,123867.0,113604.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, Human,7240.5,120303.0,113062.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, Elves,10923.0,120350.0,109427.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, scept,9686.0,117448.5,107762.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, while,14541.0,120925.0,106384.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down,-spec,16805.5,122620.0,105814.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, realm,14135.0,117341.5,103206.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down,.abstract,6473.5,109664.5,103191.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down,ASON,20779.0,123592.0,102813.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,down, Bench,17736.5,118764.0,101027.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, recognized,123702.0,6184.0,-117518.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, African,127613.0,15294.5,-112318.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, discrimination,114424.5,3091.5,-111333.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, african,120979.0,10248.0,-110731.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, congratulations,113568.5,6017.5,-107551.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, criticism,119126.5,11994.5,-107132.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up,黑,115697.0,8994.5,-106702.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up,黒,119285.5,12709.5,-106576.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, Negro,120302.5,13818.0,-106484.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,up, Crit,121669.0,16617.5,-105051.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,alie,13195.0,121942.5,108747.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,listing,2404.5,108908.5,106504.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,DSL,18203.5,123188.5,104985.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down, вд,11951.0,116764.0,104813.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,ancing,16706.0,120708.0,104002.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down, bedside,11951.0,115625.0,103674.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,gv,21101.0,122862.5,101761.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down, shaping,5452.5,105120.5,99668.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down,Encrypt,8022.5,106552.0,98529.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,down, EST,8251.5,105860.0,97608.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, African,127644.5,15294.5,-112350.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, african,121347.5,10248.0,-111099.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up,黒,121691.0,12709.5,-108981.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up,黑,116217.0,8994.5,-107222.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, discrimination,109448.0,3091.5,-106356.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, please,109940.0,3977.0,-105963.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up,heel,114780.0,9282.5,-105497.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, Afro,110005.0,4675.0,-105330.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, Negro,118146.0,13818.0,-104328.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,up, BLACK,110905.0,7113.0,-103792.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, subject,19770.0,126767.5,106997.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, Subject,7757.5,114616.0,106858.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down,listing,2246.0,108908.5,106662.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, arguing,8873.5,115109.0,106235.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down,ancing,15270.0,120708.0,105438.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down,alie,17754.5,121942.5,104188.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, Person,12085.0,115109.0,103024.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, вд,16795.0,116764.0,99969.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down,oning,9863.5,108734.5,98871.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,down, Hum,4474.5,102928.0,98453.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up, criticisms,127039.5,1428.5,-125611.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up, rainbow,125580.5,463.0,-125117.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up, confidentiality,125798.5,1720.0,-124078.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up,lashes,126761.5,3033.5,-123728.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up,anding,126841.5,3128.5,-123713.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,up,icontrol,126414.0,2778.0,-123636.0
